0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Emission_Norm,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,City_Mileage,Highway_Mileage,Kerb_Weight,Ground_Clearance,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Power,torque,Seating_Capacity,Wheelbase,Boot_Space,Minimum_Turning_Radius,Number_of_Airbags
799,Tata,Nexon,Xma Diesel,980000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
800,Tata,Nexon,Xza Plus Diesel,1160000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
801,Tata,Nexon,Xza Plus Diesel Dual Tone,1180000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
802,Tata,Nexon,Xza Plus (O) Diesel,1250000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
803,Tata,Nexon,Xza Plus (O) Diesel Dual Tone,1270000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
804,Fiat,Linea,Active Fire,715860,1368,4,BS IV,"Front, Transverse",45,Petrol,1487,4596,1730,Sedan,11.3,15.7,1220,185,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",1471,1466,114,207,5,2603,500,5.4,0
805,Fiat,Linea,Active Multijet,862175,1248,4,BS IV,"Front, Transverse",45,Diesel,1494,4596,1730,Sedan,17.2,20.4,1236,185,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",1471,1466,93,209,5,2603,500,5.4,0
806,Fiat,Linea,Dynamic Multijet,932025,1248,4,BS IV,"Front, Transverse",45,Diesel,1494,4596,1730,Sedan,17.2,20.4,1255,185,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",1471,1466,93,209,5,2603,500,5.4,2
807,Fiat,Linea,Emotion Multijet,991434,1248,4,BS IV,"Front, Transverse",45,Diesel,1494,4596,1730,Sedan,17.2,20.4,1268,185,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",1471,1466,93,209,5,2603,500,5.4,2
808,Fiat,Linea,T-Jet Emotion,997763,1368,4,BS IV,"Front, Transverse",45,Petrol,1487,4596,1730,Sedan,11.3,15.7,1258,185,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",0,0,114,207,5,2603,500,5.5,2
809,Maruti Suzuki,Ertiga,Lxi,759000,1462,4,BS 6,"Front, Transverse",45,Petrol,1690,4395,1735,MPV,0,0,1135,185,McPherson strut & coil spring,Torsion beam & coil spring,0,0,103,138,7,2740,209,5.2,2
810,Maruti Suzuki,Ertiga,Zxi,917000,1462,4,BS 6,"Front, Transverse",45,Petrol,1685,4265,1695,MPV,0,0,1175,0,McPherson Strut,Torsion Beam,0,0,104,138,7,2740,209,5.2,2
811,Maruti Suzuki,Ertiga,Vxi At,936000,1462,4,BS 6,"Front, Transverse",45,Petrol,1690,4395,1735,MUV,0,0,1170,0,McPherson strut & coil spring,Torsion beam & coil spring,0,0,103,130,7,2740,209,5.2,2
812,Maruti Suzuki,Ertiga,Zxi Plus,971000,1462,4,BS 6,"Front, Transverse",45,Petrol,1690,4395,1735,MUV,0,0,1170,0,McPherson strut & coil spring,Torsion beam & coil spring,0,0,103,130,7,2740,209,5.2,2
813,Maruti Suzuki,Ertiga,Vxi,834000,1462,4,BS 6,"Front, Transverse",45,Petrol,1685,4265,1695,MUV,0,0,1175,0,McPherson strut & coil spring,Torsion beam & coil spring,0,0,103,180,7,2740,209,5.2,2
814,Maruti Suzuki,Ertiga,Zxi At,1013000,1462,4,BS 6,"Front, Transverse",45,Petrol,1685,4265,1695,MPV,0,0,1180,0,McPherson Strut,Torsion Beam,0,0,104,138,7,2740,209,5.2,2
815,Maruti Suzuki,Ertiga,1.5L Vdi,986689,1498,4,BS IV,"Front, Transverse",45,Diesel,1690,4395,1735,MPV,0,0,1225,0,MacPherson Strut,Torsion Beam,0,0,95,225,7,2740,209,5.2,2
816,Maruti Suzuki,Ertiga,1.5L Zdi,1069689,1498,4,BS IV,"Front, Transverse",45,Diesel,1690,4395,1735,MPV,0,0,1225,0,McPherson Strut,Torsion Beam,0,0,95,225,7,2740,209,5.2,2
817,Maruti Suzuki,Ertiga,1.5L Zdi Plus,1120689,1498,4,BS IV,"Front, Transverse",45,Diesel,1690,4395,1735,MPV,0,0,1225,0,McPherson Strut,Torsion Beam,0,0,95,225,7,2740,209,5.2,2
818,Maruti Suzuki,Ertiga,Vxi Cng (Cng +,887689,1462,4,BS 6,"Front, Transverse",45,CNG + Petrol,1685,4265,1695,MUV,0,0,1175,0,McPherson strut & coil spring,Torsion beam & coil spring,0,0,103,180,7,2740,209,5.2,2
819,Maruti Suzuki,Baleno Rs,Rs 1.0,788913,998,3,BS IV,"Front, Transverse",37,Petrol,1510,3995,1745,Hatchback,21.4,0,950,170,McPherson Strut,Torsion Beam,1505,1515,102,150,5,2520,339,4.9,2
820,Honda,Wr-V,Vx Diesel,1035000,1498,0,BS IV,"Front, Transverse",40,Diesel,1601,3999,1734,SUV,25.5,0,1204,188,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,100,200,5,2555,363,5.3,2
821,Honda,Wr-V,Vx Petrol,925000,1199,4,BS IV,"Front, Transverse",40,Petrol,1601,3999,1734,SUV,17.5,0,1104,188,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2555,363,5.3,2
822,Honda,Wr-V,S Diesel,925000,1498,4,BS IV,"Front, Transverse",40,Diesel,1601,3999,1734,SUV,25.5,0,1176,188,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,100,200,5,2555,363,5.3,2
823,Honda,Wr-V,S Petrol,815000,1199,4,BS IV,"Front, Transverse",40,Petrol,1601,3999,1734,SUV,17.5,0,1087,188,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2555,363,5.3,2
824,Honda,Wr-V,Edge Plus Edition Diesel,916050,1498,4,BS IV,"Front, Transverse",40,Diesel,1601,3999,1734,SUV,25.5,0,1176,188,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,100,200,5,2555,363,5.3,2
825,Honda,Wr-V,Edge Plus Edition Petrol,808050,1199,4,BS IV,"Front, Transverse",40,Petrol,1601,3999,1734,SUV,17.5,0,1087,188,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2555,363,5.3,2
826,Honda,Wr-V,Exclusive Edition Diesel,1048050,1498,0,BS IV,"Front, Transverse",40,Diesel,1601,3999,1734,SUV,25.5,0,1204,188,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,100,200,5,2555,363,5.3,2
827,Honda,Wr-V,Exclusive Edition Petrol,935050,1199,4,BS IV,"Front, Transverse",40,Petrol,1601,3999,1734,SUV,17.5,0,1104,188,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2555,363,5.3,2
828,Honda,Wr-V,V Diesel,995000,1498,0,BS IV,"Front, Transverse",40,Diesel,1601,3999,1734,SUV,25.5,0,1204,188,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,100,200,5,2555,363,5.3,2
829,Mahindra,Tuv three zero zero,T4 Plus,854328,1493,3,BS IV,"Front, Longitudinal",60,Diesel,1817,3995,1835,SUV,18.49,0,1590,184,Double wishbone,Rigid Axle Multi-Link,0,0,84,240,7,2680,384,5.35,2
830,Mahindra,Tuv three zero zero,T6 Plus,914328,1493,3,BS IV,"Front, Longitudinal",60,Diesel,1817,3995,1835,SUV,18.49,0,1590,184,Double wishbone,Rigid Axle Multi-Link,0,0,84,240,7,2680,384,5.35,2
831,Mahindra,Tuv three zero zero,T8,976592,1493,3,BS IV,"Front, Longitudinal",60,Diesel,1817,3995,1835,SUV,18.49,0,1590,184,Double wishbone,Rigid Axle Multi-Link,0,0,84,240,7,2680,384,5.35,2
832,Mahindra,Tuv three zero zero,T10,999614,1493,3,BS IV,"Front, Longitudinal",60,Diesel,1839,3995,1835,SUV,18.49,0,1590,184,Double wishbone,Rigid Axle Multi-Link,0,0,100,240,7,2680,384,5.35,2
833,Mahindra,Tuv three zero zero,T10 (O),1031943,1493,3,BS IV,"Front, Longitudinal",60,Diesel,1839,3995,1835,SUV,18.49,0,1590,184,Double wishbone,Rigid Axle Multi-Link,0,0,100,240,7,2680,384,5.35,2
834,Mahindra,Tuv three zero zero,T10 Dual Tone,1022930,1493,3,BS IV,"Front, Longitudinal",60,Diesel,1839,3995,1835,SUV,18.49,0,1590,184,Double wishbone,Rigid Axle Multi-Link,0,0,100,240,7,2680,384,5.35,2
835,Mahindra,Tuv three zero zero,T10 (O) Dual Tone,1055259,1493,3,BS IV,"Front, Longitudinal",60,Diesel,1839,3995,1835,SUV,18.49,0,1590,184,Double wishbone,Rigid Axle Multi-Link,0,0,100,240,7,2680,384,5.35,2
836,Maruti Suzuki,S-Cross,1.3L Sigma,880689,1248,4,BS IV,"Front, Transverse",48,Diesel,1595,4300,1785,Crossover,23.65,0,1215,180,Mc Pherson Strut with coil spring,Torsion beam with coil spring,0,0,90,200,5,2600,375,5.5,2
837,Maruti Suzuki,S-Cross,1.3L Delta,992689,1248,4,BS IV,"Front, Transverse",48,Diesel,1595,4300,1785,Crossover,23.65,0,1224,180,Macpherson strut with Coil Spring,Torsion beam with coil spring,0,0,90,200,5,2600,375,5.5,2
838,Maruti Suzuki,S-Cross,1.3L Zeta,1043689,1248,4,BS IV,"Front, Transverse",48,Diesel,1595,4300,1785,Crossover,23.65,0,1233,180,Macpherson strut with Coil Spring,Torsion beam with coil spring,0,0,90,200,5,2600,375,5.5,2
839,Maruti Suzuki,S-Cross,1.3L Alpha,1143689,1248,4,BS IV,"Front, Transverse",48,Diesel,1595,4300,1785,Crossover,23.65,0,1240,180,Macpherson strut with Coil Spring,Torsion beam with coil spring,0,0,90,200,5,2600,375,5.5,2
840,Renault,Captur,Rxe Petrol,949999,1498,4,BS IV,"Front, Transverse",50,Petrol,1619,4329,1813,SUV,0,0,0,201,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,106,142,5,2673,392,5.2,2
841,Renault,Captur,Rxe Diesel,1049999,1461,4,BS IV,"Front, Longitudinal",50,Diesel,1619,4329,1813,SUV,0,0,0,201,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,110,240,5,2673,392,5.2,2
842,Renault,Captur,Platine Diesel Dual Tone,1299999,1461,4,BS IV,"Front, Longitudinal",50,Diesel,1619,4329,1813,SUV,0,0,0,201,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,110,240,5,2673,392,5.2,4
843,Renault,Captur,Platine Petrol Dual Tone,1199999,1498,4,BS IV,"Front, Transverse",50,Petrol,1619,4329,1813,SUV,0,0,0,201,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,106,142,5,2673,392,5.2,2
844,Mahindra,Xylo,D2 Bs-Iv,963037,2489,4,BS IV,"Front, Longitudinal",55,Diesel,1895,4520,1850,SUV,10.7,13.6,1875,186,Double Wishbone type with Coil Springs,Multi-link coil spring,1500,1500,95,218,7,2760,400,5.5,0
845,Mahindra,Xylo,D4 Bs-Iv,1004487,2489,4,BS IV,"Front, Longitudinal",55,Diesel,1895,4520,1850,SUV,10.3,13.6,1875,186,Double Wishbone type with Coil Springs,Multi-link coil spring,1500,1500,95,218,7,2760,400,5.5,0
846,Mahindra,Xylo,H4 Bs-Iv,1031951,2179,4,BS IV,"Front, Transverse",55,Diesel,1895,4520,1850,SUV,11.4,14.6,1875,180,Double Wishbone type with Coil Springs,Multi-link coil spring,1500,1500,120,280,7,2760,400,5.5,0
847,Mahindra,Xylo,H4 Abs Bs-Iv,1066139,2179,4,BS IV,"Front, Transverse",55,Diesel,1895,4520,1850,SUV,11.4,14.6,1875,180,Double Wishbone type with Coil Springs,Multi-link coil spring,1500,1500,120,280,7,2760,400,5.5,0
848,Mahindra,Xylo,H8 Abs Airbags Bs-Iv,1228335,2179,4,BS IV,"Front, Transverse",55,Diesel,1895,4520,1850,SUV,11.4,14.6,1875,180,Double Wishbone type with Coil Springs,Multi-link coil spring,1500,1500,121,280,8,2760,400,5.5,2
849,Kia,Seltos,Hte 1.5,989000,1497,4,BS 6,"Front, Longitudinal",60,Petrol,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,115,144,5,2610,433,5.3,2
850,Kia,Seltos,Htk 1.5,1029000,1497,0,BS 6,"Front, Longitudinal",60,Petrol,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,115,144,5,2610,433,5.3,2
851,Kia,Seltos,Htk Plus 1.5,1149000,1497,0,BS 6,"Front, Longitudinal",60,Petrol,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,115,144,5,2610,433,5.3,4
852,Kia,Seltos,Htx 1.5,1309000,1497,0,BS 6,"Front, Longitudinal",60,Petrol,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,115,144,5,2610,433,5.3,2
853,Kia,Seltos,Htx Cvt 1.5,1409000,1497,0,BS 6,"Front, Longitudinal",60,Petrol,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,115,144,5,2610,433,5.3,4
854,Kia,Seltos,Hte 1.5 Diesel,1034000,1493,0,BS 6,"Front, Longitudinal",60,Diesel,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,114,250,5,2610,433,5.3,2
855,Kia,Seltos,Htk 1.5 Diesel,1154000,1493,0,BS 6,"Front, Longitudinal",60,Diesel,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,115,250,5,2610,433,5.3,2
856,Kia,Seltos,Htk Plus 1.5 Diesel,1254000,1493,0,BS 6,"Front, Longitudinal",60,Diesel,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,115,250,5,2610,433,5.3,4
857,Kia,Seltos,Htk Plus At 1.5 Diesel,1354000,1493,0,BS 6,"Front, Longitudinal",60,Diesel,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,115,250,5,2610,433,5.3,4
858,Kia,Seltos,Htx Plus 1.5 Diesel,1534000,1493,0,BS 6,"Front, Longitudinal",60,Diesel,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,115,250,5,2610,433,5.3,4
859,Kia,Seltos,Htx Plus At 1.5 Diesel,1634000,1493,0,BS 6,"Front, Longitudinal",60,Diesel,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,115,250,5,2610,433,5.3,4
860,Kia,Seltos,Gtk 1.4,1379000,1353,4,BS 6,"Front, Longitudinal",50,Petrol,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,140,242,5,2610,433,5.3,2
861,Kia,Seltos,Gtx 1.4,1529000,1353,4,BS 6,"Front, Longitudinal",50,Petrol,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,140,242,5,2610,433,5.3,4
862,Kia,Seltos,Gtx At 1.4,1629000,1353,4,BS 6,"Front, Longitudinal",50,Petrol,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,140,242,5,2610,433,5.3,4
863,Kia,Seltos,Gtx Plus 1.4,1629000,1353,4,BS 6,"Front, Longitudinal",50,Petrol,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,140,242,5,2610,433,5.3,4
864,Kia,Seltos,Htx 1.5 Diesel,1414000,1493,0,BS 6,"Front, Longitudinal",60,Diesel,1645,4315,1800,SUV,0,0,0,190,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,115,250,5,2610,433,5.3,4
865,Nissan,Terrano,Xe D 85Ps,999900,1461,4,BS IV,"Front, Transverse",50,Diesel,1671,4331,1822,SUV,17.1,20.45,1236,205,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560,1567,85,200,5,2673,475,5.2,2
866,Nissan,Terrano,Xv D Premium 110 Ps Amt,1464900,1461,4,BS IV,"Front, Transverse",50,Diesel,1671,4331,1822,SUV,16,19.01,1360,205,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560,1567,110,248,5,2673,475,5.2,2
867,Nissan,Terrano,Xl (P),999900,1598,4,BS IV,"Front, Transverse",50,Petrol,1671,4331,1822,SUV,10.1,13.24,1360,205,Independent McPherson strut with Coil spring & Anti-roll bar,Torsion beam axle with coil springs & anti-roll bar,1560,1567,104,145,5,2673,475,5.2,2
868,Nissan,Terrano,Xl D(O),1235700,1461,4,BS IV,"Front, Transverse",50,Diesel,1671,4331,1822,SUV,17.1,20.45,1360,205,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560,1567,85,200,5,2673,475,5.2,2
869,Nissan,Terrano,Xv D Premium 110 Ps,1419900,1461,4,BS IV,"Front, Transverse",50,Diesel,1671,4331,1822,SUV,16,19.01,1360,205,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560,1567,110,248,5,2673,475,5.2,2
870,Nissan,Terrano,Sport Edition,1235700,1461,4,BS IV,"Front, Transverse",50,Diesel,1671,4331,1822,SUV,17.1,20.45,1236,205,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560,1567,85,200,5,2673,475,5.2,2
871,Tata,Safari Storme,2.2 Lx 4X2,1109005,2179,4,BS IV,"Front, Longitudinal",63,Diesel,1922,4655,1855,SUV,10.8,14,2000,200,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,1580,1550,150,320,7,2650,981,10.8,0
872,Tata,Safari Storme,2.2 Ex 4X2,1335158,2179,4,BS IV,"Front, Longitudinal",63,Diesel,1922,4655,1965,SUV,10.8,14,2000,200,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,1580,1550,150,320,7,2650,981,10.8,0
873,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,1479574,2179,4,BS IV,"Front, Longitudinal",63,Diesel,1922,4655,1965,SUV,10.8,13,2095,200,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,1580,1550,156,400,7,2650,981,5.4,2
874,Tata,Safari Storme,2.2 Vx 4X4 Varicor 400,1643829,2179,4,BS IV,"Front, Longitudinal",63,Diesel,1922,4655,1965,SUV,13.93,0,2095,200,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,1580,1550,156,400,7,2650,981,5.4,2
875,Mg,Hector,1.5L Style,1248000,1500,4,BS IV,"Front, Transverse",0,Petrol,1760,4655,1835,SUV,0,0,0,192,0,0,0,0,0,0,5,2750,0,0,2
876,Mg,Hector,2.0L Style,1348000,2000,4,BS IV,"Front, Transverse",0,Diesel,1760,4655,1835,SUV,0,0,0,192,0,0,0,0,0,0,5,2750,0,0,2
877,Mg,Hector,2.0L Super,1448000,2000,4,BS IV,"Front, Transverse",0,Diesel,1760,4655,1835,SUV,0,0,0,192,0,0,0,0,0,0,5,2750,0,0,2
878,Mg,Hector,2.0L Smart,1588000,2000,4,BS IV,"Front, Transverse",0,Diesel,1760,4655,1835,SUV,0,0,0,192,0,0,0,0,0,0,5,2750,0,0,6
879,Mg,Hector,2.0L Sharp,1728000,2000,4,BS IV,"Front, Transverse",0,Diesel,1760,4655,1835,SUV,0,0,0,192,0,0,0,0,0,0,5,2750,0,0,6
880,Mg,Hector,1.5L Super,1328000,1500,4,BS IV,"Front, Transverse",0,Petrol,1760,4655,1835,SUV,0,0,0,192,0,0,0,0,0,0,5,2750,0,0,2
881,Mg,Hector,1.5L Super Hybrid,1388000,1500,4,BS IV,"Front, Transverse",0,Hybrid,1760,4655,1835,SUV,0,0,0,192,0,0,0,0,0,0,5,2750,0,0,2
882,Mg,Hector,1.5L Sharp Hybrid,1628000,1500,4,BS IV,"Front, Transverse",0,Hybrid,1760,4655,1835,SUV,0,0,0,192,0,0,0,0,0,0,5,2750,0,0,6
883,Mg,Hector,1.5L Smart Hybrid,1498000,1500,4,BS IV,"Front, Transverse",0,Hybrid,1760,4655,1835,SUV,0,0,0,192,0,0,0,0,0,0,5,2750,0,0,6
884,Mg,Hector,1.5L Smart Dct,1568000,1500,4,BS IV,"Front, Transverse",0,Petrol,1760,4655,1835,SUV,0,0,0,192,0,0,0,0,0,0,5,2750,0,0,6
885,Mg,Hector,1.5L Sharp Dct,1718000,1500,4,BS IV,"Front, Transverse",0,Petrol,1760,4655,1835,SUV,0,0,0,192,0,0,0,0,0,0,5,2750,0,0,6
886,Tata,Nexon Ev,Xm,1399000,0,0,BS VI,"Front, Longitudinal",0,Electric,1607,3994,1811,SUV,0,0,0,205,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,0,0,0,0,5,2498,0,0,2
887,Tata,Nexon Ev,Xz Plus,1499000,0,0,BS VI,"Front, Longitudinal",0,Electric,1607,3994,1811,SUV,0,0,0,205,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,0,0,0,0,5,2498,0,0,2
888,Tata,Nexon Ev,Xz Plus Lux,1599000,0,0,BS VI,"Front, Longitudinal",0,Electric,1607,3994,1811,SUV,0,0,0,205,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,0,0,0,0,5,2498,0,0,2
889,Hyundai,Elantra,S,1589000,1999,4,BS 6,"Front, Transverse",50,Petrol,1465,4620,1800,Sedan,13.1,14.6,0,0,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,0,0,152,196,5,2700,0,0,6
890,Hyundai,Elantra,Sx,1849000,1999,4,BS 6,"Front, Transverse",50,Petrol,1465,4620,1800,Sedan,13.1,14.6,0,0,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,0,0,152,196,5,2700,0,0,6
891,Hyundai,Elantra,Sx At,1949000,1999,4,BS 6,"Front, Transverse",50,Petrol,1465,4620,1800,Sedan,13.1,14.6,0,0,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,0,0,152,196,5,2700,0,0,6
892,Hyundai,Elantra,Sx(O) At,2039000,1999,4,BS 6,"Front, Transverse",50,Petrol,1465,4620,1800,Sedan,13.1,14.6,0,0,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,0,0,152,196,5,2700,0,0,6
893,Hyundai,Tucson,2Wd Mt Diesel,2079717,1995,4,BS IV,"Front, Longitudinal",62,Diesel,1660,4475,1850,SUV,16.38,18.42,0,0,McPherson strut with coil spring,Multilink Type with Coil Spring,1540,1540,185,400,5,2670,0,0,2
894,Hyundai,Tucson,2Wd Mt Petrol,1876656,1999,4,BS IV,"Front, Longitudinal",62,Petrol,1660,4475,1850,SUV,13.3,13.03,0,0,McPherson strut with coil spring,Multilink Type with Coil Spring,1540,1540,155,192,5,2670,0,0,2
895,Hyundai,Tucson,2Wd At Gl Diesel,2364354,1995,4,BS IV,"Front, Longitudinal",62,Diesel,1660,4475,1850,SUV,16.38,16.38,0,0,McPherson strut with coil spring,Multilink Type with Coil Spring,1540,1540,185,400,5,2670,0,0,6
896,Hyundai,Tucson,2Wd At Gl Petrol,2187384,1999,4,BS IV,"Front, Longitudinal",62,Petrol,1660,4475,1850,SUV,13.3,12.95,0,0,McPherson strut with coil spring,Multilink Type with Coil Spring,1540,1540,155,192,5,2670,0,0,6
897,Hyundai,Tucson,4Wd At Gls Diesel,2697417,1995,4,BS IV,"Front, Longitudinal",62,Diesel,1660,4475,1850,SUV,16.38,16.38,0,0,McPherson strut with coil spring,Multilink Type with Coil Spring,1540,1540,185,400,5,2670,0,0,6
898,Hyundai,Tucson,2Wd At Gls Petrol,2373522,1999,4,BS IV,"Front, Longitudinal",62,Petrol,1660,4475,1850,SUV,13.3,12.95,0,0,McPherson strut with coil spring,Multilink Type with Coil Spring,1540,1540,155,192,5,2670,0,0,6
899,Hyundai,Tucson,2Wd At Gl(O) Petrol,2246749,1999,4,BS IV,"Front, Longitudinal",62,Petrol,1660,4475,1850,SUV,13.3,12.95,0,0,McPherson strut with coil spring,Multilink Type with Coil Spring,1540,1540,155,192,5,2670,0,0,6
900,Hyundai,Tucson,2Wd At Gl(O) Diesel,2423720,1995,4,BS IV,"Front, Longitudinal",62,Diesel,1660,4475,1850,SUV,16.38,16.38,0,0,McPherson strut with coil spring,Multilink Type with Coil Spring,1540,1540,185,400,5,2670,0,0,6
901,Volkswagen,Passat,2.0 Tdi Comfortline,3021500,1968,4,BS IV,"Front, Transverse",55,Diesel,1456,4767,1832,Sedan,0,0,1535,0,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,1586,1570,180,350,5,2786,586,5.85,9
902,Volkswagen,Passat,2.0 Tdi Highline,3321500,1968,4,BS IV,"Front, Transverse",66,Diesel,1456,4767,1832,Sedan,0,0,1550,0,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,1586,1570,180,350,5,2786,586,5.85,9
